circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
suryapet,huzurnagar,huzurnagar,mattampally,tummalathanda,general purpose,7,1,2.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,chandupatla  b,general purpose,7,6,4.0,21.0,3.56
suryapet,suryapet,suryapet rural,chivemla,chivemla,general purpose,7,12,8.0,326.0,17.92
suryapet,suryapet,suryapet rural,chivemla,chivemula,general purpose,7,1,1.0,275.0,10.0
suryapet,suryapet,suryapet rural,chivemla,duraj pally,general purpose,7,3,2.0,81.0,10.2
suryapet,suryapet,suryapet rural,chivemla,durajpally,general purpose,7,1,1.0,362.0,14.0
suryapet,suryapet,suryapet rural,chivemla,g thirumalagiri,general purpose,7,3,2.0,175.0,0.68
suryapet,suryapet,suryapet rural,chivemla,gantoni gudem,general purpose,7,1,2.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,gayamvari gudem,general purpose,7,2,1.0,0.0,1.18
suryapet,suryapet,suryapet rural,chivemla,gumpula,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,gunjaloor,general purpose,7,2,2.0,10.0,2.0
suryapet,suryapet,suryapet rural,chivemla,iylapuram,general purpose,7,1,2.0,0.0,0.2
suryapet,suryapet,d nagaram,j.r.gudem,parsaipalli,general purpose,7,2,2.0,19.0,2.0
suryapet,suryapet,d nagaram,j.r.gudem,ramannagudem b,general purpose,7,1,1.0,30.0,1.0
suryapet,suryapet,d nagaram,j.r.gudem,thimpur a,general purpose,7,5,4.0,166.0,4.58
suryapet,suryapet,d nagaram,j.r.gudem,thungagudem,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,anantharam,general purpose,7,1,1.0,0.0,5.0
suryapet,suryapet,d nagaram,thirumalgiri,anantharam b,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,bandlapalli,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,gundepuri,general purpose,7,5,5.0,0.0,5.0
suryapet,huzurnagar,huzurnagar,mattampally,vardapuram,general purpose,7,3,1.0,17.0,2.24
suryapet,huzurnagar,huzurnagar,mattampally,venkayapalem,general purpose,7,1,2.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,mattampally,yatavakila,general purpose,7,3,2.0,0.0,2.58
suryapet,huzurnagar,huzurnagar,neredcherla,bakkai gudem,general purpose,7,2,1.0,0.0,2.0
suryapet,huzurnagar,huzurnagar,neredcherla,bodaladinna,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,neredcherla,burugu thanda,general purpose,7,2,1.0,0.0,1.01
suryapet,huzurnagar,huzurnagar,neredcherla,chille pally,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,neredcherla,chintha kunta,general purpose,7,2,2.0,10.0,2.0
suryapet,huzurnagar,huzurnagar,neredcherla,dacharam,general purpose,7,3,2.0,0.0,2.22
suryapet,suryapet,suryapet rural,chivemla,jagannaik thnada,general purpose,7,1,2.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,jayaramgudi thanda,general purpose,7,1,1.0,-23.0,1.0
suryapet,suryapet,suryapet rural,chivemla,khaseempet,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,komatikunta,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,suryapet rural,chivemla,kondal rayuni gudem,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,kudakuda,general purpose,7,10,9.0,2577.0,9.28
suryapet,suryapet,suryapet rural,chivemla,laxman naik thanda,general purpose,7,4,4.0,0.0,4.0
suryapet,suryapet,suryapet rural,chivemla,mg nagar thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,modhini puram,general purpose,7,1,1.0,1.0,1.0
suryapet,suryapet,suryapet rural,chivemla,moggaiah gudem,general purpose,7,1,1.0,5.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,jalalpuram,general purpose,7,6,2.0,0.0,6.0
suryapet,suryapet,d nagaram,thirumalgiri,malipuram,general purpose,7,2,2.0,45.0,1.28
suryapet,suryapet,d nagaram,thirumalgiri,nandapoor,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,d nagaram,thirumalgiri,nellibandathanda,general purpose,7,1,2.0,0.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,thetipamula,general purpose,7,3,2.0,1.0,1.52
suryapet,suryapet,d nagaram,thirumalgiri,thirumalagiri,general purpose,7,1,1.0,0.0,5.0
suryapet,suryapet,d nagaram,thirumalgiri,thonda,general purpose,7,3,3.0,0.0,3.0
suryapet,suryapet,d nagaram,thirumalgiri,tirumalagiri,general purpose,7,9,7.0,85.0,7.4
suryapet,suryapet,d nagaram,thirumalgiri,tirumalagiri town-ii,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,tirumalagiri town-iii,general purpose,7,2,1.0,0.0,2.26
suryapet,huzurnagar,kodad,mellcheruvu,mangalkunta thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,mellachervu,general purpose,7,2,1.0,0.0,1.42
suryapet,huzurnagar,kodad,mellcheruvu,n b gudem  b,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,nakkagudem,general purpose,7,1,1.0,20.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,namilipur,general purpose,7,2,2.0,0.0,1.28
suryapet,huzurnagar,kodad,mellcheruvu,"r&r vellatoor,mellachervu",general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,r.ch.nagar thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,ramalayam bazar,general purpose,7,7,6.0,108.0,4.5
suryapet,huzurnagar,kodad,mellcheruvu,ramapuram  b,general purpose,7,4,3.0,0.0,2.5
suryapet,huzurnagar,kodad,mellcheruvu,reballi,general purpose,7,2,1.0,0.0,1.28
suryapet,huzurnagar,kodad,mellcheruvu,revoor,general purpose,7,5,2.0,0.0,2.68
suryapet,suryapet,suryapet rural,chivemla,munyanaik thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,pachya thanda,general purpose,7,3,2.0,0.0,3.0
suryapet,suryapet,suryapet rural,chivemla,pandyanaik thanda,general purpose,7,2,1.0,27.0,2.0
suryapet,suryapet,suryapet rural,chivemla,peklanaik thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,ramkoti thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,ramoji thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,thimmapuram,general purpose,7,4,3.0,0.0,4.0
suryapet,suryapet,suryapet rural,chivemla,thuljarao pet,general purpose,7,2,1.0,0.0,1.18
suryapet,suryapet,suryapet rural,chivemla,undru gonda,general purpose,7,3,1.0,13.0,1.44
suryapet,suryapet,suryapet rural,chivemla,vallabha puram,general purpose,7,1,2.0,0.0,1.0
suryapet,suryapet,d nagaram,thirumalgiri,velishala,general purpose,7,5,5.0,0.0,5.0
suryapet,suryapet,thungathurthy,nuthankal,bikumalla,general purpose,7,1,2.0,0.0,0.26
suryapet,suryapet,thungathurthy,nuthankal,chandupatla e,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,thungathurthy,nuthankal,chilapakuntla,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,china nemila,general purpose,7,2,1.0,8.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,errapahad,general purpose,7,3,2.0,0.0,3.0
suryapet,huzurnagar,kodad,mellcheruvu,shivalayam bazar,general purpose,7,9,7.0,700.0,5.38
suryapet,huzurnagar,kodad,mellcheruvu,sobhanadri gudem,general purpose,7,2,1.0,0.0,1.18
suryapet,huzurnagar,kodad,mellcheruvu,thammavaram,general purpose,7,1,1.0,0.0,0.24
suryapet,huzurnagar,kodad,mellcheruvu,vajinepalli,general purpose,7,2,2.0,0.0,1.22
suryapet,huzurnagar,kodad,mellcheruvu,vallatoor,general purpose,7,4,1.0,0.0,1.78
suryapet,huzurnagar,kodad,mellcheruvu,venkat ramapuram,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,y madharam,general purpose,7,5,3.0,62.0,4.28
suryapet,huzurnagar,kodad,mellcheruvu,yerragattu thanda,general purpose,7,1,1.0,9.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,yethirajapuram thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,munagala,mothy,annarigudem,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,chivemla,vattikhmmamapahad,general purpose,7,6,5.0,16.0,5.2
suryapet,suryapet,suryapet rural,pempahad,anajipur,general purpose,7,5,4.0,153.0,25.44
suryapet,suryapet,suryapet rural,pempahad,anantharam,general purpose,7,4,2.0,2.0,2.6
suryapet,suryapet,suryapet rural,pempahad,annireddy gudam,general purpose,7,2,1.0,2.0,2.0
suryapet,suryapet,suryapet rural,pempahad,bakthalapur,general purpose,7,4,3.0,6.0,4.0
suryapet,suryapet,suryapet rural,pempahad,cheedela,general purpose,7,2,2.0,2.0,1.3
suryapet,suryapet,suryapet rural,pempahad,dharmapur,general purpose,7,6,5.0,0.0,6.0
suryapet,suryapet,suryapet rural,pempahad,dhoophad,general purpose,7,4,4.0,8.0,4.0
suryapet,suryapet,suryapet rural,pempahad,dosaphad,general purpose,7,3,2.0,0.0,3.0
suryapet,suryapet,suryapet rural,pempahad,dubba thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,thungathurthy,nuthankal,g.kothapalli,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,thungathurthy,nuthankal,gorentla,general purpose,7,6,5.0,26.0,4.56
suryapet,suryapet,thungathurthy,nuthankal,gundla singaram,general purpose,7,2,2.0,17.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,lingampalli,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,machanapalli,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,maddirala,general purpose,7,2,2.0,29.0,2.26
suryapet,suryapet,thungathurthy,nuthankal,mamillamadava,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,thungathurthy,nuthankal,miryala,general purpose,7,3,2.0,0.0,2.26
suryapet,suryapet,thungathurthy,nuthankal,mukandapuram,general purpose,7,3,3.0,21.0,3.0
suryapet,suryapet,thungathurthy,nuthankal,nuthankal,general purpose,7,9,8.0,772.0,4.01
suryapet,huzurnagar,munagala,mothy,burkacherla,general purpose,7,2,2.0,0.0,2.0
suryapet,huzurnagar,munagala,mothy,gol thanda,general purpose,7,1,1.0,23.0,1.0
suryapet,huzurnagar,munagala,mothy,gopa thanda,general purpose,7,1,1.0,2.0,1.0
suryapet,huzurnagar,munagala,mothy,hussainabad,general purpose,7,1,1.0,1.0,1.0
suryapet,huzurnagar,munagala,mothy,karakkayalagudem,general purpose,7,1,2.0,0.0,0.26
suryapet,huzurnagar,munagala,mothy,koodali.,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,munagala,mothy,mamillagudem,general purpose,7,1,1.0,10.0,0.26
suryapet,huzurnagar,munagala,mothy,mothey,general purpose,7,6,4.0,-349.0,4.28
suryapet,suryapet,suryapet rural,pempahad,g.malkapur,general purpose,7,6,5.0,0.0,4.5
suryapet,suryapet,suryapet rural,pempahad,lingala,general purpose,7,3,1.0,10.0,2.81
suryapet,suryapet,suryapet rural,pempahad,macharam,general purpose,7,2,2.0,2.0,2.0
suryapet,suryapet,suryapet rural,pempahad,mohammadapur,general purpose,7,2,1.0,0.0,2.0
suryapet,suryapet,suryapet rural,pempahad,muknadapuram b,general purpose,7,4,4.0,7.0,4.0
suryapet,suryapet,suryapet rural,pempahad,n.annaram,general purpose,7,2,1.0,0.0,2.0
suryapet,suryapet,suryapet rural,pempahad,narayanagudem,general purpose,7,1,1.0,2.0,1.0
suryapet,suryapet,suryapet rural,pempahad,noorjahanpet,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,suryapet rural,pempahad,penphad,general purpose,7,8,7.0,130.0,4.88
suryapet,suryapet,thungathurthy,nuthankal,peddanemila,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,polumalla,general purpose,7,3,3.0,0.0,2.26
suryapet,suryapet,thungathurthy,nuthankal,somla thanda,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,thungathurthy,nuthankal,thallasingaram,general purpose,7,4,3.0,0.0,2.52
suryapet,suryapet,thungathurthy,nuthankal,yelakapalli,general purpose,7,2,1.0,5.0,2.0
suryapet,suryapet,thungathurthy,tungathurthy,annaram,general purpose,7,5,5.0,1.0,6.26
suryapet,suryapet,thungathurthy,tungathurthy,bandaramavaram,general purpose,7,4,4.0,5.0,4.0
suryapet,suryapet,thungathurthy,tungathurthy,ganugubanda,general purpose,7,1,2.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,neredcherla,somaram,general purpose,7,5,4.0,210.0,2.54
suryapet,huzurnagar,huzurnagar,neredcherla,telga ramayya gudem,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,neredcherla,yellaram,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,palakeedu,alanga puram,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,huzurnagar,palakeedu,bothala palem,general purpose,7,3,2.0,0.0,1.4
suryapet,huzurnagar,munagala,mothy,namavaram,general purpose,7,1,1.0,23.0,0.26
suryapet,huzurnagar,munagala,mothy,ravipahad,general purpose,7,1,1.0,0.0,0.18
suryapet,huzurnagar,munagala,mothy,sarvaram,general purpose,7,1,1.0,51.0,1.0
suryapet,huzurnagar,munagala,mothy,sirikonda,general purpose,7,5,4.0,-33.0,3.52
suryapet,huzurnagar,munagala,mothy,thummagudem,general purpose,7,3,2.0,0.0,3.0
suryapet,suryapet,thungathurthy,tungathurthy,gottiparthy,general purpose,7,3,3.0,0.0,1.52
suryapet,suryapet,thungathurthy,tungathurthy,gummadavalli,general purpose,7,2,2.0,0.0,1.2
suryapet,suryapet,thungathurthy,tungathurthy,karivirala,general purpose,7,3,2.0,0.0,2.26
suryapet,suryapet,thungathurthy,tungathurthy,kesavapuram,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,thungathurthy,tungathurthy,kukkadam,general purpose,7,3,1.0,0.0,2.26
suryapet,suryapet,thungathurthy,tungathurthy,kuntapalli,general purpose,7,2,2.0,0.0,2.0
suryapet,suryapet,thungathurthy,tungathurthy,manapurmthanda,general purpose,7,2,1.0,0.0,2.0
suryapet,suryapet,thungathurthy,tungathurthy,ramachandrapuram,general purpose,7,1,1.0,0.0,1.0
suryapet,suryapet,thungathurthy,tungathurthy,ravulapally,general purpose,7,2,2.0,0.0,2.0
suryapet,huzurnagar,kodad,chilkuru,acharla gudem,general purpose,7,3,1.0,6.0,3.0
suryapet,huzurnagar,kodad,chilkuru,arlagudem,general purpose,7,3,3.0,38.0,1.56
suryapet,huzurnagar,kodad,chilkuru,bethole,general purpose,7,8,3.0,23.0,2.84
suryapet,huzurnagar,kodad,chilkuru,chennari gudem,general purpose,7,2,2.0,0.0,1.28
suryapet,huzurnagar,kodad,chilkuru,chilukuru,general purpose,7,9,7.0,125.0,4.66
suryapet,huzurnagar,kodad,chilkuru,dudia tanda,general purpose,7,1,1.0,20.0,0.26
suryapet,huzurnagar,kodad,chilkuru,j p gudem,general purpose,7,5,3.0,29.0,3.06
suryapet,huzurnagar,kodad,chilkuru,janaki nagar tanda,general purpose,7,1,1.0,1.0,0.28
suryapet,huzurnagar,kodad,chilkuru,k k gudem,general purpose,7,4,4.0,68.0,1.62
suryapet,huzurnagar,kodad,chilkuru,kondapuram,general purpose,7,2,2.0,15.0,2.0
suryapet,huzurnagar,kodad,chilkuru,madhava gudem,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,chilkuru,pala annaram,general purpose,7,6,4.0,9.0,2.43
suryapet,huzurnagar,kodad,chilkuru,polenigudem,general purpose,7,1,1.0,103.0,0.4
suryapet,huzurnagar,kodad,chilkuru,seethal thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,chilkuru,seetharamathanda,general purpose,7,1,2.0,0.0,1.0
suryapet,huzurnagar,kodad,chilkuru,seetharampuram  b,general purpose,7,2,1.0,0.0,0.5
suryapet,huzurnagar,kodad,kodad - rural,ameenabad,general purpose,7,3,2.0,0.0,4.18
suryapet,huzurnagar,kodad,kodad - rural,ananthagiri,general purpose,7,8,4.0,364.0,4.98
suryapet,huzurnagar,kodad,kodad - rural,azmeer thanda,general purpose,7,1,2.0,0.0,1.0
suryapet,huzurnagar,kodad,kodad - rural,b g thanda,general purpose,7,1,1.0,0.0,0.4
suryapet,huzurnagar,kodad,kodad - rural,chimiriyala,general purpose,7,2,2.0,15.0,1.24
suryapet,huzurnagar,kodad,kodad - rural,dorakunta,general purpose,7,5,5.0,9.0,3.52
suryapet,huzurnagar,kodad,kodad - rural,dorakunta(nemalipuri r & r),general purpose,7,2,2.0,512.0,10.0
suryapet,huzurnagar,kodad,kodad - rural,ganapavaram  a,general purpose,7,7,6.0,71.0,5.04
suryapet,huzurnagar,kodad,kodad - rural,golthanda,general purpose,7,1,2.0,0.0,1.0
suryapet,huzurnagar,kodad,kodad - rural,gondriyala,general purpose,7,4,1.0,0.0,2.46
suryapet,huzurnagar,kodad,kodad - rural,gudibanda,general purpose,7,7,7.0,128.0,4.76
suryapet,huzurnagar,kodad,kodad - rural,kapugallu,general purpose,7,7,5.0,167.0,4.87
suryapet,huzurnagar,kodad,kodad - rural,khanapurm,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,kodad - rural,komarbanda,general purpose,7,6,6.0,107.0,3.66
suryapet,huzurnagar,kodad,kodad - rural,kothagudem,general purpose,7,2,2.0,0.0,2.0
suryapet,huzurnagar,kodad,kodad - rural,krishnapur,general purpose,7,1,2.0,0.0,0.18
suryapet,huzurnagar,kodad,kodad - rural,kuchipudi,general purpose,7,3,3.0,64.0,2.18
suryapet,huzurnagar,kodad,kodad - rural,lakkaram,general purpose,7,1,1.0,24.0,0.3
suryapet,huzurnagar,kodad,kodad - rural,mangal thanda,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,kodad - rural,mogalaikota,general purpose,7,2,1.0,18.0,0.58
suryapet,huzurnagar,kodad,kodad - rural,nallabandagudem  a,general purpose,7,6,4.0,88.0,3.66
suryapet,huzurnagar,kodad,kodad - rural,redlakunta,general purpose,7,3,2.0,7.0,1.78
suryapet,huzurnagar,kodad,kodad - rural,shanthinagar,general purpose,7,3,3.0,1.0,2.28
suryapet,huzurnagar,kodad,kodad - rural,thammara,general purpose,7,14,13.0,638.0,16.24
suryapet,huzurnagar,kodad,kodad - rural,thogarrai,general purpose,7,4,4.0,209.0,3.28
suryapet,huzurnagar,kodad,kodad - rural,v r puram  a,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,kodad - rural,yerravaram,general purpose,7,3,2.0,58.0,2.2
suryapet,huzurnagar,kodad,kodad - town,rtc bus stand back side area,general purpose,7,3,3.0,195.0,3.3
suryapet,huzurnagar,kodad,kodad - town,33/11kv ss outdoor back side a,general purpose,7,5,5.0,140.0,4.84
suryapet,huzurnagar,kodad,kodad - town,azad nagar,general purpose,7,11,10.0,422.0,8.5
suryapet,huzurnagar,kodad,kodad - town,balaji nagar,general purpose,7,14,14.0,3687.0,50.28
suryapet,huzurnagar,kodad,kodad - town,banjara colony,general purpose,7,8,8.0,542.0,6.08
suryapet,huzurnagar,kodad,kodad - town,bodrai bazar,general purpose,7,7,7.0,1545.0,15.0
suryapet,huzurnagar,kodad,kodad - town,gandhi nagar,general purpose,7,2,1.0,19.0,1.28
suryapet,huzurnagar,kodad,kodad - town,gopi reddy nagar,general purpose,7,6,6.0,927.0,8.52
suryapet,huzurnagar,kodad,kodad - town,kodad town,general purpose,7,8,2.0,0.0,4.27
suryapet,huzurnagar,kodad,kodad - town,laxmipuram  b,general purpose,7,3,1.0,0.0,1.54
suryapet,huzurnagar,kodad,kodad - town,matha nagar,general purpose,7,1,1.0,136.0,1.0
suryapet,huzurnagar,kodad,kodad - town,municipality back side,general purpose,7,4,4.0,246.0,3.26
suryapet,huzurnagar,kodad,kodad - town,nayanagar ananthagiri road,general purpose,7,5,5.0,327.0,4.26
suryapet,huzurnagar,kodad,kodad - town,nayanagar khammam road,general purpose,7,3,3.0,379.0,6.0
suryapet,huzurnagar,kodad,kodad - town,rammurthy nagar,general purpose,7,1,1.0,127.0,0.26
suryapet,huzurnagar,kodad,kodad - town,s j peta,general purpose,7,6,6.0,213.0,7.12
suryapet,huzurnagar,kodad,kodad - town,sree rangapuram,general purpose,7,7,7.0,283.0,6.12
suryapet,huzurnagar,kodad,kodad - town,sreemannarayana colony,general purpose,7,4,4.0,301.0,4.6
suryapet,huzurnagar,kodad,mellcheruvu,adloor,general purpose,7,2,2.0,0.0,1.28
suryapet,huzurnagar,kodad,mellcheruvu,b madharam,general purpose,7,2,1.0,0.0,1.28
suryapet,huzurnagar,kodad,mellcheruvu,chinthelapalem,general purpose,7,5,4.0,3.0,2.24
suryapet,huzurnagar,kodad,mellcheruvu,chintiriyala,general purpose,7,4,1.0,97.0,1.12
suryapet,huzurnagar,kodad,mellcheruvu,dondapad,general purpose,7,15,14.0,273.0,11.7
suryapet,huzurnagar,kodad,mellcheruvu,g malkapuram,general purpose,7,6,4.0,149.0,2.52
suryapet,huzurnagar,kodad,mellcheruvu,gandhinagar thanda,general purpose,7,2,2.0,0.0,2.0
suryapet,huzurnagar,kodad,mellcheruvu,hemlathanda,general purpose,7,1,1.0,0.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,kandibanda,general purpose,7,4,2.0,0.0,1.86
suryapet,huzurnagar,kodad,mellcheruvu,kappakuntlathanda,general purpose,7,1,1.0,10.0,1.0
suryapet,huzurnagar,kodad,mellcheruvu,kistapoor,general purpose,7,5,2.0,0.0,3.56
vikarabad,vikarabad,vikarabad,manneguda,kandla pally,general purpose,7,3,1.0,101.0,2.5
vikarabad,vikarabad,vikarabad,manneguda,kankal,general purpose,7,7,3.0,299.0,5.5
vikarabad,vikarabad,vikarabad,manneguda,kerevally,general purpose,7,2,1.0,0.0,1.5
vikarabad,vikarabad,vikarabad,manneguda,khudbullah pur,general purpose,7,3,2.0,0.0,2.5
vikarabad,vikarabad,vikarabad,manneguda,kotha  pally,general purpose,7,1,2.0,0.0,0.5
vikarabad,vikarabad,vikarabad,manneguda,manchan pally,general purpose,7,4,2.0,0.0,1.98
vikarabad,vikarabad,vikarabad,manneguda,manne guda,general purpose,7,5,4.0,506.0,4.24
vikarabad,vikarabad,vikarabad,manneguda,medi konda,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,medi pally kalan,general purpose,7,4,3.0,27.0,3.0
vikarabad,vikarabad,vikarabad,manneguda,mirza pur,general purpose,7,2,1.0,0.0,1.5
vikarabad,vikarabad,vikarabad,manneguda,mitta kankal,general purpose,7,1,2.0,0.0,0.5
vikarabad,vikarabad,vikarabad,manneguda,nizampet medi pally,general purpose,7,4,2.0,65.0,3.5
vikarabad,vikarabad,vikarabad,manneguda,pedda omenthyal,general purpose,7,11,5.0,277.0,6.32
vikarabad,vikarabad,vikarabad,manneguda,pothi reddy guda,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,pudoor,general purpose,7,14,11.0,807.0,19.18
vikarabad,vikarabad,vikarabad,manneguda,pudugurthy,general purpose,7,1,1.0,75.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,rakam charla,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,regadi mamidi pally,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,sirigaipally,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,soman gurthy,general purpose,7,6,4.0,22.0,4.48
vikarabad,vikarabad,vikarabad,manneguda,thimma pur,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,tirmla pur-r,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,turka yenke pally,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,manneguda,yenke pally,general purpose,7,2,1.0,84.0,6.0
vikarabad,vikarabad,vikarabad,marpalli,bil kal,general purpose,7,1,2.0,0.0,0.24
vikarabad,vikarabad,vikarabad,marpalli,buchan pally,general purpose,7,4,2.0,135.0,4.0
vikarabad,vikarabad,vikarabad,marpalli,damasta pur,general purpose,7,3,1.0,50.0,2.24
vikarabad,vikarabad,vikarabad,marpalli,drg pally,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,ghan pur,general purpose,7,4,2.0,0.0,1.98
vikarabad,vikarabad,vikarabad,marpalli,gundla maarpally,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,jamshed pur,general purpose,7,1,1.0,252.0,0.2
vikarabad,vikarabad,vikarabad,marpalli,kalkoda,general purpose,7,4,2.0,0.0,2.68
vikarabad,vikarabad,vikarabad,marpalli,komshetty pally,general purpose,7,6,2.0,10.0,5.0
vikarabad,vikarabad,vikarabad,marpalli,kothla pur,general purpose,7,2,1.0,0.0,2.0
vikarabad,vikarabad,vikarabad,marpalli,kotmar pally,general purpose,7,3,2.0,0.0,2.5
vikarabad,vikarabad,vikarabad,marpalli,kudu gunta,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,mar pally,general purpose,7,24,16.0,1119.0,74.1
vikarabad,vikarabad,vikarabad,marpalli,mogili gundla,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,narsa pur,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,pancha lingaalu,general purpose,7,3,2.0,0.0,2.5
vikarabad,vikarabad,vikarabad,marpalli,patloor,general purpose,7,13,7.0,468.0,12.48
vikarabad,vikarabad,vikarabad,marpalli,pedda pur,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,pili gundla,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,rama pur,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,raval pally,general purpose,7,2,2.0,0.0,2.0
vikarabad,vikarabad,vikarabad,marpalli,shapur,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,sir pur,general purpose,7,5,3.0,113.0,4.48
vikarabad,vikarabad,vikarabad,marpalli,thimma pur,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,thummal pally,general purpose,7,1,2.0,0.0,1.0
vikarabad,vikarabad,vikarabad,marpalli,verla pally,general purpose,7,2,1.0,0.0,0.74
vikarabad,vikarabad,vikarabad,mominpet,amredi kalan,general purpose,7,3,2.0,-11.0,2.5
vikarabad,vikarabad,vikarabad,mominpet,amredi khurd,general purpose,7,1,1.0,15.0,0.5
